Gene	A_1	A_2	A_3	A_4	A_5	B_1	B_2	B_3	B_4	B_5
RESP18	2	0	0	0	0	64	65	77	49	40
REST	3642	2941	2070	4146	2838	663	620	631	540	407
RET	447	436	304	538	353	1342	1441	1519	1239	804
RETN	0	1	0	0	0	3	1	1	0	6
RETNLB	0	1	0	1	0	0	0	0	0	0
RETSAT	4293	4272	2760	5293	3071	3550	3993	3760	3141	1866
REV1	3067	2563	1746	3577	2184	3518	3519	3787	2982	2189
REV3L	3561	2909	1970	3877	2780	5138	5250	5553	4361	3117
REXO1	997	1503	918	1523	2461	2069	2218	2118	1891	2166
REXO1L1	0	2	0	0	0	0	2	1	0	1
REXO1L2P	0	0	0	0	0	0	0	0	0	0
REXO2	4490	3579	2558	5420	3321	878	810	818	727	550
REXO4	3090	3030	2095	4017	2598	1864	1980	1996	1630	1150
RFC1	7593	6510	4370	8896	5424	3461	3481	3626	3016	2135
RFC2	4676	4173	2799	5827	3230	914	1083	1059	892	586
RFC3	3823	3174	2189	4550	2816	533	467	581	500	290
RFC4	4764	3929	2834	5862	3107	571	549	654	519	333
RFC5	3971	3330	2377	4627	2712	660	678	734	567	411
RFESD	818	588	423	938	473	127	113	127	106	65
RFFL	460	402	229	489	314	798	811	785	754	381
RFK	2920	2222	1721	3533	2258	3596	3682	4223	3202	2560
RFNG	1172	1429	980	1598	1844	1337	1320	1397	1250	1097
RFPL1	1	3	0	2	1	3	7	5	5	5
RFPL1-AS1	64	92	59	107	56	4716	5001	4967	4210	2770
RFPL2	17	7	3	16	10	489	522	482	376	227
RFPL3	1	0	0	2	1	7	7	2	5	2
RFPL3-AS1	24	31	23	38	22	41	53	44	45	32
RFPL4A	13	10	14	20	9	0	0	0	0	1
RFPL4B	15	15	7	28	8	1	3	1	1	1
RFT1	2385	2285	1409	2908	1627	1031	1073	1114	900	533
RFTN1	1959	1931	1306	2592	1553	2427	2690	2595	2157	1351
RFTN2	59	42	32	74	31	2566	2587	2890	2277	1523
RFWD2	3424	2782	1869	4168	2401	1667	1797	1748	1503	1011
RFWD3	10924	9268	6212	12488	6805	974	988	1064	784	530
RFX1	404	578	373	581	1111	601	640	611	539	710
RFX2	395	413	266	467	428	439	512	482	398	311
RFX3	355	296	192	386	253	551	549	595	398	288
RFX4	7	13	7	13	5	2173	2348	2244	1857	1204
RFX5	5592	5221	3407	6833	3774	3082	3324	3236	2722	1589
RFX6	0	1	2	3	1	2	8	7	7	3
RFX7	4072	3274	2266	4333	3008	2375	2415	2595	2035	1410
RFX8	29	18	12	34	6	41	28	30	34	14
RFXANK	1976	2361	1514	2776	1719	889	1014	1048	870	496
RFXAP	872	667	522	1034	652	609	624	710	570	350
RG9MTD1	2848	2105	1668	3255	1930	999	1089	1222	974	656
RG9MTD2	595	421	329	609	415	275	301	321	239	190
RG9MTD3	898	755	533	1090	513	856	922	877	799	400
RGAG1	21	18	17	27	15	101	126	123	99	71
RGAG4	502	432	299	591	335	5923	6293	5997	5258	3093
RGL1	1762	1672	1104	2154	1382	7864	8039	8029	6663	4371
RGL2	4639	4919	3271	6164	3693	3503	3753	3752	3063	1820
RGL3	508	536	355	643	454	264	228	238	205	148
RGL4	415	356	236	418	261	965	1055	933	819	498
RGMA	304	394	249	390	471	3990	4038	3896	3493	3163
RGMB	2214	1925	1267	2551	1655	4751	4965	5115	3996	2847
RGN	442	322	225	521	254	1686	1685	1728	1453	957
RGNEF	954	802	557	1118	802	595	594	558	485	342
RGP1	607	720	449	664	478	725	809	779	644	307
RGPD1	30	43	27	55	17	33	27	38	28	22
RGPD2	0	1	0	1	2	0	0	1	0	0
RGPD3	98	79	59	112	71	58	66	78	52	33
RGPD4	85	90	57	106	65	220	212	252	202	133
RGPD5	27	22	11	20	4	35	29	20	16	14
RGPD6	0	0	0	0	0	0	0	0	0	0
RGPD8	0	0	0	0	0	0	0	0	0	0
RGR	3	0	3	2	3	238	270	294	175	129
RGS1	15	9	5	13	7	590	565	681	486	331
RGS10	1383	1077	748	1631	927	303	308	366	270	176
RGS11	185	203	153	236	227	5154	5400	5336	4744	3678
RGS12	1133	1301	866	1523	1379	3564	3698	3809	3201	2558
RGS13	4	0	0	3	2	1	1	0	1	0
RGS14	589	832	520	842	879	1092	1203	1156	1044	806
RGS16	459	416	276	586	338	921	917	988	781	582
RGS17	125	111	69	128	83	245	278	306	234	172
RGS18	4	2	4	10	5	66	70	77	63	29
RGS19	696	893	585	972	1152	261	258	273	219	249
RGS2	889	726	542	1099	574	1606	1644	1785	1464	971
RGS20	345	266	209	410	249	729	693	775	634	489
RGS21	0	0	0	0	0	0	0	1	0	0
RGS22	54	29	39	49	19	57	77	78	58	45
RGS3	1571	1779	1167	1884	1635	1331	1464	1374	1180	868
RGS4	432	402	305	567	311	21004	21863	22591	17787	12439
RGS5	985	804	547	1176	716	12149	12125	13333	10400	7832
RGS6	123	113	87	147	81	2258	2560	2425	1958	1291
RGS7	68	42	47	104	60	4296	4334	4354	3617	2579
RGS7BP	5	4	6	12	5	4713	4773	4828	3709	2766
RGS8	0	0	0	1	0	222	278	250	163	122
RGS9	108	112	83	119	86	427	450	440	404	218
RGS9BP	38	25	16	31	42	33	21	45	27	12
RGSL1	0	0	0	0	0	1	1	1	0	1
RHAG	7585	6501	4432	9224	5098	2	2	2	1	0
RHBDD1	1486	1314	920	1829	1070	1000	1081	1041	872	527
RHBDD2	2959	3507	2161	4111	3012	12460	13899	12967	10998	7814
RHBDD3	294	422	295	479	882	441	402	442	388	509
RHBDF1	1519	1876	1070	1947	1766	601	578	561	494	327
RHBDF2	1321	1735	1057	1719	1918	486	606	517	446	361
RHBDL1	72	105	78	104	234	787	818	810	743	806
RHBDL2	98	126	67	114	60	365	364	401	323	182
RHBDL3	327	331	213	377	246	3558	3943	3800	3089	1894
RHBG	488	475	343	670	344	408	438	458	368	212
RHCE	607	590	383	743	361	90	99	79	85	37
RHCG	19	28	26	26	16	227	196	232	169	110
RHD	439	409	254	616	314	50	64	56	55	39
RHEB	9405	7434	5258	12013	6685	6986	7078	7679	6418	4225
RHEBL1	293	298	215	435	216	218	233	237	205	133
RHO	2	1	2	3	1	79	68	75	68	46
RHOA	33801	27902	19261	41115	23588	16940	17495	17952	14861	10171
RHOB	5499	5583	4026	7138	7554	16787	17129	17380	14685	15042
